issn,journal,impact_factor,jcr_quartile,cas_partition
2234-3156,Radiation Oncology Journal,2.2,Q3,4区
,Radiation Oncology Journal,2.2,Q3,4区
1748-717X,Radiation Oncology,,,2区
,Radiation Oncology,3.2,Q1,2区
0969-806X,RADIATION PHYSICS AND CHEMISTRY,3.3,Q1,3区
,RADIATION PHYSICS AND CHEMISTRY,3.3,Q1,3区
0144-8420,RADIATION PROTECTION DOSIMETRY,,,4区
,RADIATION PROTECTION DOSIMETRY,,,4区
0033-7587,RADIATION RESEARCH,2.7,Q2,3区
,RADIATION RESEARCH,2.7,Q2,3区
0163-6545,RADICAL HISTORY REVIEW,0.9,Q1,3区
,RADICAL HISTORY REVIEW,0.9,Q1,3区
0300-211X,RADICAL PHILOSOPHY,1,Q3,2区
,RADICAL PHILOSOPHY,1,Q3,2区
1941-0832,Radical Teacher,0.2,Q4,4区
,Radical Teacher,0.2,Q4,4区
1607-3274,Radio Electronics Computer Science Control,0.3,Q4,4区
,Radio Electronics Computer Science Control,0.3,Q4,4区
0048-6604,RADIO SCIENCE,1.5,Q3,4区
,RADIO SCIENCE,1.5,Q3,4区
0033-8222,RADIOCARBON,1.3,Q3,3区
,RADIOCARBON,1.3,Q3,3区
1066-3622,RADIOCHEMISTRY,1,Q4,4区
,RADIOCHEMISTRY,1,Q4,4区
0033-8230,RADIOCHIMICA ACTA,1.7,Q2,4区
,RADIOCHIMICA ACTA,1.7,Q2,4区
1210-2512,Radioengineering,,,4区
,Radioengineering,,,4区
0271-5333,RADIOGRAPHICS,5.5,Q1,1区
,RADIOGRAPHICS,5.5,Q1,1区
1078-8174,Radiography,2.8,Q2,3区
,Radiography,2.8,Q2,3区
0033-8362,Radiologia Medica,4.8,Q1,2区
,Radiologia Medica,4.8,Q1,2区
0033-8338,RADIOLOGIA,1.1,Q4,4区
,RADIOLOGIA,1.1,Q4,4区
0033-8389,RADIOLOGIC CLINICS OF NORTH AMERICA,1.9,Q3,4区
,RADIOLOGIC CLINICS OF NORTH AMERICA,1.9,Q3,4区
0033-8397,Radiologic Technology,0.5,Q4,4区
,Radiologic Technology,0.5,Q4,4区
1865-0333,Radiological Physics and Technology,1.5,Q3,4区
,Radiological Physics and Technology,1.5,Q3,4区
2731-7048,Radiologie,0.6,Q4,4区
,Radiologie,0.6,Q4,4区
1318-2099,Radiology and Oncology,2.2,Q2,4区
,Radiology and Oncology,2.2,Q2,4区
2090-1941,Radiology Research and Practice,1.5,Q3,4区
,Radiology Research and Practice,1.5,Q3,4区
2638-6100,Radiology-Artificial Intelligence,13.2,Q1,1区
,Radiology-Artificial Intelligence,13.2,Q1,1区
2638-6135,Radiology-Cardiothoracic Imaging,4.2,Q1,3区
,Radiology-Cardiothoracic Imaging,4.2,Q1,3区
2638-616X,Radiology-Imaging Cancer,6.3,Q1,2区
,Radiology-Imaging Cancer,6.3,Q1,2区
0033-8419,RADIOLOGY,15.2,Q1,1区
,RADIOLOGY,15.2,Q1,1区
0033-8443,Radiophysics and Quantum Electronics,,,4区
,Radiophysics and Quantum Electronics,,,4区
0033-8451,RADIOPROTECTION,1.8,Q2,4区
,RADIOPROTECTION,1.8,Q2,4区
0167-8140,RADIOTHERAPY AND ONCOLOGY,5.3,Q1,2区
,RADIOTHERAPY AND ONCOLOGY,5.3,Q1,2区
0350-3437,Radovi Instituta za Povijest Umjetnosti-Journal of the Institute of Art History,0.1,,4区
,Radovi Instituta za Povijest Umjetnosti-Journal of the Institute of Art History,0.1,,4区
1330-0474,Radovi Zavoda za povijesne znanosti HAZU u Zadru,<0.1,Q4,4区
,Radovi Zavoda za povijesne znanosti HAZU u Zadru,<0.1,Q4,4区
0353-295X,Radovi-Zavoda za Hrvatsku Povijest,0.1,Q3,4区
,Radovi-Zavoda za Hrvatsku Povijest,0.1,Q3,4区
0034-7590,RAE-Revista de Administracao de Empresas,0.6,Q4,4区
,RAE-Revista de Administracao de Empresas,0.6,Q4,4区
1885-9089,RAEL-Revista Electronica de Linguistica Aplicada,0.3,Q4,4区
,RAEL-Revista Electronica de Linguistica Aplicada,0.3,Q4,4区
0217-2445,RAFFLES BULLETIN OF ZOOLOGY,1,Q3,4区
,RAFFLES BULLETIN OF ZOOLOGY,1,Q3,4区
1720-2396,Ragion Pratica,0.2,,4区
,Ragion Pratica,0.2,,4区
2662-4745,Railway Engineering Science,5.4,Q1,2区
,Railway Engineering Science,5.4,Q1,2区
0399-0559,RAIRO-OPERATIONS RESEARCH,2.1,Q2,4区
,RAIRO-OPERATIONS RESEARCH,2.1,Q2,4区
0988-3754,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,0.5,Q4,4区
,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,0.5,Q4,4区
1382-4090,RAMANUJAN JOURNAL,,,3区
,RAMANUJAN JOURNAL,,,3区
2076-9172,Rambam Maimonides Medical Journal,1.3,Q2,4区
,Rambam Maimonides Medical Journal,1.3,Q2,4区
0741-6261,RAND JOURNAL OF ECONOMICS,2.8,Q1,2区
,RAND JOURNAL OF ECONOMICS,2.8,Q1,2区
2010-3263,Random Matrices-Theory and Applications,0.6,Q4,4区
,Random Matrices-Theory and Applications,0.6,Q4,4区
0926-6364,Random Operators and Stochastic Equations,0.3,Q4,4区
,Random Operators and Stochastic Equations,0.3,Q4,4区
1042-9832,RANDOM STRUCTURES & ALGORITHMS,,,3区
,RANDOM STRUCTURES & ALGORITHMS,,,3区
0971-2070,Range Management and Agroforestry,0.4,Q4,4区
,Range Management and Agroforestry,0.4,Q4,4区
1550-7424,Rangeland Ecology & Management,2.4,Q2,3区
,Rangeland Ecology & Management,2.4,Q2,3区
1036-9872,RANGELAND JOURNAL,0.9,Q4,4区
,RANGELAND JOURNAL,0.9,Q4,4区
0951-4198,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,1.7,Q3,4区
,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,1.7,Q3,4区
1355-2546,RAPID PROTOTYPING JOURNAL,3.6,Q1,4区
,RAPID PROTOTYPING JOURNAL,3.6,Q1,4区
1002-185X,RARE METAL MATERIALS AND ENGINEERING,,,4区
,RARE METAL MATERIALS AND ENGINEERING,,,4区
1001-0521,RARE METALS,11,Q1,1区
,RARE METALS,11,Q1,1区
2036-3605,Rare Tumors,,,4区
,Rare Tumors,,,4区
0275-1607,RARITAN-A QUARTERLY REVIEW,0.1,,4区
,RARITAN-A QUARTERLY REVIEW,0.1,,4区
2014-671X,RASP-Research on Ageing and Social Policy,,,4区
,RASP-Research on Ageing and Social Policy,,,4区
1331-6745,Rasprave,0.2,,4区
,Rasprave,0.2,,4区
0033-9423,RASSEGNA DELLA LETTERATURA ITALIANA,<0.1,,4区
,RASSEGNA DELLA LETTERATURA ITALIANA,<0.1,,4区
1794-6638,Ratio Juris,0.5,Q3,4区
,Ratio Juris,0.5,Q3,4区
0034-0006,Ratio,0.4,,3区
,Ratio,0.4,,3区
1819-6446,Rational Pharmacotherapy in Cardiology,0.3,Q4,4区
,Rational Pharmacotherapy in Cardiology,0.3,Q4,4区
1043-4631,RATIONALITY AND SOCIETY,1.3,Q3,3区
,RATIONALITY AND SOCIETY,1.3,Q3,3区
0034-0111,Raumforschung und Raumordnung-Spatial Research and Planning,1,Q3,4区
,Raumforschung und Raumordnung-Spatial Research and Planning,1,Q3,4区
2531-0488,RAUSP Management Journal,2.2,Q3,4区
,RAUSP Management Journal,2.2,Q3,4区
0303-5212,Rawal Medical Journal,0.2,Q4,4区
,Rawal Medical Journal,0.2,Q4,4区
1989-2659,Razon Historica-Revista Hispanoamericana de Historia de las Ideas,<0.1,Q4,4区
,Razon Historica-Revista Hispanoamericana de Historia de las Ideas,<0.1,Q4,4区
1806-4892,RBGN-Revista Brasileira de Gestao de Negocios,,,4区
,RBGN-Revista Brasileira de Gestao de Negocios,,,4区
1981-9927,RBNE-Revista Brasileira de Nutricao Esportiva,0.2,Q4,4区
,RBNE-Revista Brasileira de Nutricao Esportiva,0.2,Q4,4区
1981-9919,RBONE-Revista Brasileira de Obesidade Nutricao e Emagrecimento,,,4区
,RBONE-Revista Brasileira de Obesidade Nutricao e Emagrecimento,,,4区
1414-381X,RBRH-Revista Brasileira de Recursos Hidricos,0.6,Q4,4区
,RBRH-Revista Brasileira de Recursos Hidricos,0.6,Q4,4区
1678-765X,RDBCI-Revista Digital de Biblioteconomia e Ciencia da Informacao,,,4区
,RDBCI-Revista Digital de Biblioteconomia e Ciencia da Informacao,0.5,Q3,4区
2058-9883,Reaction Chemistry & Engineering,3.1,Q2,3区
,Reaction Chemistry & Engineering,3.1,Q2,3区
1878-5190,Reaction Kinetics Mechanisms and Catalysis,1.7,Q4,4区
,Reaction Kinetics Mechanisms and Catalysis,1.7,Q4,4区
2624-781X,Reactions,,,4区
,Reactions,2.2,Q3,4区
1381-5148,REACTIVE & FUNCTIONAL POLYMERS,5.1,Q1,3区
,REACTIVE & FUNCTIONAL POLYMERS,5.1,Q1,3区
1057-3569,Reading & Writing Quarterly,1.2,Q2,4区
,Reading & Writing Quarterly,1.2,Q2,4区
2079-8245,Reading & Writing-Journal of the Reading Association of South Africa,,,4区
,Reading & Writing-Journal of the Reading Association of South Africa,,,4区
0922-4777,READING AND WRITING,2.2,Q1,3区
,READING AND WRITING,2.2,Q1,3区
1539-0578,Reading in a Foreign Language,,,3区
,Reading in a Foreign Language,,,3区
0270-2711,Reading Psychology,1,Q4,4区
,Reading Psychology,1,Q4,4区
0034-0553,READING RESEARCH QUARTERLY,4.1,Q1,1区
,READING RESEARCH QUARTERLY,4.1,Q1,1区
0034-0561,READING TEACHER,1.5,Q2,4区
,READING TEACHER,1.5,Q2,4区
0147-1937,Real Analysis Exchange,0.4,Q4,4区
,Real Analysis Exchange,0.4,Q4,4区
1080-8620,REAL ESTATE ECONOMICS,2,Q2,3区
,REAL ESTATE ECONOMICS,2,Q2,3区
1733-2478,Real Estate Management and Valuation,1.1,Q3,4区
,Real Estate Management and Valuation,1.1,Q3,4区
0922-6443,REAL-TIME SYSTEMS,1.3,Q3,4区
,REAL-TIME SYSTEMS,1.3,Q3,4区
2604-7306,REC-Interventional Cardiology,1.1,Q4,4区
,REC-Interventional Cardiology,1.1,Q4,4区
0958-3440,ReCALL,5.7,Q1,1区
,ReCALL,5.7,Q1,1区
2352-0965,Recent Advances in Electrical & Electronic Engineering,0.5,Q4,4区
,Recent Advances in Electrical & Electronic Engineering,0.5,Q4,4区
2772-2708,Recent Advances in Inflammation & Allergy Drug Discovery,1.1,Q4,4区
,Recent Advances in Inflammation & Allergy Drug Discovery,1.1,Q4,4区
1563-0315,Recent Contributions to Physics,0.2,Q4,4区
,Recent Contributions to Physics,0.2,Q4,4区
1574-8928,Recent Patents on Anti-Cancer Drug Discovery,4.1,Q1,4区
,Recent Patents on Anti-Cancer Drug Discovery,4.1,Q1,4区
1872-2105,Recent Patents on Nanotechnology,3.1,Q2,4区
,Recent Patents on Nanotechnology,3.1,Q2,4区
1304-9720,Recent Period Turkish Studies-Yakin Donem Turkiye Arastirmalari,<0.1,Q4,4区
,Recent Period Turkish Studies-Yakin Donem Turkiye Arastirmalari,<0.1,Q4,4区
2168-0604,Reception-Texts Readers Audiences History,0.1,,4区
,Reception-Texts Readers Audiences History,0.1,,4区
1130-6149,Recerca-Revista de Pensament & Analisi,0.4,,4区
,Recerca-Revista de Pensament & Analisi,0.4,,4区
0297-2964,Recherche en Soins Infirmiers,0.2,Q4,4区
,Recherche en Soins Infirmiers,0.2,Q4,4区
2051-5707,Recherche et Applications en Marketing-English Edition,1,Q4,4区
,Recherche et Applications en Marketing-English Edition,1,Q4,4区
2257-5405,Recherche et Pratiques Pedagogiques en Langues de Specialite-Cahiers de l Apliut,0.1,Q4,4区
,Recherche et Pratiques Pedagogiques en Langues de Specialite-Cahiers de l Apliut,0.1,Q4,4区
1370-7493,Recherches de Theologie et Philosophie Medievales,0.3,,3区
,Recherches de Theologie et Philosophie Medievales,0.3,,3区
0034-1282,Recherches Sociographiques,0.1,Q4,4区
,Recherches Sociographiques,0.1,Q4,4区
0724-2247,Recht & Psychiatrie,,,4区
,Recht & Psychiatrie,,,4区
0937-9819,Rechtsmedizin,0.5,Q4,4区
,Rechtsmedizin,0.5,Q4,4区
0956-5698,Records Management Journal,,,4区
,Records Management Journal,,,4区
1307-6167,Records of Natural Products,1.6,Q3,4区
,Records of Natural Products,1.6,Q3,4区
0067-1975,RECORDS OF THE AUSTRALIAN MUSEUM,,,4区
,RECORDS OF THE AUSTRALIAN MUSEUM,,,4区
1558-8661,Recreational Sports Journal,1,Q3,4区
,Recreational Sports Journal,1,Q3,4区
2313-4321,Recycling,,,4区
,Recycling,4.6,Q3,4区
1578-7680,RED-Revista de Educacion a Distancia,1.3,Q2,4区
,RED-Revista de Educacion a Distancia,1.3,Q2,4区
2182-9845,RED-Revista Electronica de Direito,<0.1,Q4,4区
,RED-Revista Electronica de Direito,<0.1,Q4,4区
1856-9331,REDHECS-Revista Electronica de Humanidades Educacion y Comunicacion Social,0.1,Q4,4区
,REDHECS-Revista Electronica de Humanidades Educacion y Comunicacion Social,0.1,Q4,4区
0370-4327,Redia-Journal of Zoology,0.6,Q4,4区
,Redia-Journal of Zoology,0.6,Q4,4区
2014-3621,REDIMAT-Revista de Investigacion en Didactica de las Matematicas,0.6,Q4,4区
,REDIMAT-Revista de Investigacion en Didactica de las Matematicas,0.6,Q4,4区
2213-2317,Redox Biology,11.9,Q1,1区
,Redox Biology,11.9,Q1,1区
1351-0002,REDOX REPORT,7.4,Q1,2区
,REDOX REPORT,7.4,Q1,2区
1696-1412,REDU-Revista de Docencia Universitaria,0.5,Q4,4区
,REDU-Revista de Docencia Universitaria,0.5,Q4,4区
0090-7324,REFERENCE SERVICES REVIEW,1,Q3,4区
,REFERENCE SERVICES REVIEW,1,Q3,4区
1462-3943,Reflective Practice,1.8,Q2,3区
,Reflective Practice,1.8,Q2,3区
0124-0781,Reflexion Politica,0.1,Q4,4区
,Reflexion Politica,0.1,Q4,4区
1462-2459,REFORMATION & RENAISSANCE REVIEW,,,3区
,REFORMATION & RENAISSANCE REVIEW,,,3区
1357-4175,Reformation,1.1,,3区
,Reformation,1.1,,3区
1083-4877,REFRACTORIES AND INDUSTRIAL CERAMICS,0.3,Q4,4区
,REFRACTORIES AND INDUSTRIAL CERAMICS,0.3,Q4,4区
0229-5113,Refuge,1,Q3,4区
,Refuge,1,Q3,4区
1020-4067,Refugee Survey Quarterly,2.2,Q2,3区
,Refugee Survey Quarterly,2.2,Q2,3区
1809-2276,REGE-Revista de Gestao,2.1,Q3,4区
,REGE-Revista de Gestao,2.1,Q3,4区
2056-3418,Regenerative Biomaterials,8.1,Q1,2区
,Regenerative Biomaterials,8.1,Q1,2区
2364-4133,Regenerative Engineering and Translational Medicine,1.9,Q3,4区
,Regenerative Engineering and Translational Medicine,1.9,Q3,4区
1746-0751,Regenerative Medicine,2.6,Q3,4区
,Regenerative Medicine,2.6,Q3,4区
2352-3204,Regenerative Therapy,3.5,Q2,3区
,Regenerative Therapy,3.5,Q2,3区
1267-5059,Region et Developpement,0.2,Q4,4区
,Region et Developpement,0.2,Q4,4区
2166-4307,Region,1.9,Q1,4区
,Region,1.9,Q1,4区
1359-7566,Regional and Federal Studies,1.4,Q2,2区
,Regional and Federal Studies,1.4,Q2,2区
1098-7339,REGIONAL ANESTHESIA AND PAIN MEDICINE,3.5,Q1,2区
,REGIONAL ANESTHESIA AND PAIN MEDICINE,3.5,Q1,2区
1436-3798,Regional Environmental Change,3.6,Q2,2区
,Regional Environmental Change,3.6,Q2,2区
0166-0462,REGIONAL SCIENCE AND URBAN ECONOMICS,2.9,Q1,2区
,REGIONAL SCIENCE AND URBAN ECONOMICS,2.9,Q1,2区
1757-7802,Regional Science Policy and Practice,2.1,Q2,3区
,Regional Science Policy and Practice,2.1,Q2,3区
2352-4855,Regional Studies in Marine Science,2.4,Q1,4区
,Regional Studies in Marine Science,2.4,Q1,4区
2168-1376,Regional Studies Regional Science,2.4,Q1,4区
,Regional Studies Regional Science,2.4,Q1,4区
0034-3404,REGIONAL STUDIES,4.2,Q1,2区
,REGIONAL STUDIES,4.2,Q1,2区
2097-0129,Regional Sustainability,4.6,Q1,2区
,Regional Sustainability,4.6,Q1,2区
2413-1407,Regionologiya-Regionology Russian Journal of Regional Studies,0.4,Q3,4区
,Regionologiya-Regionology Russian Journal of Regional Studies,0.4,Q3,4区
1979-8903,REGISTER Journal,0.6,Q3,4区
,REGISTER Journal,0.6,Q3,4区
0023-0243,Register of the Kentucky Historical Society,<0.1,Q4,4区
,Register of the Kentucky Historical Society,<0.1,Q4,4区
2542-9477,Register Studies,1.5,Q2,3区
,Register Studies,1.5,Q2,3区
1560-3547,REGULAR & CHAOTIC DYNAMICS,,,4区
,REGULAR & CHAOTIC DYNAMICS,,,4区
1748-5983,Regulation & Governance,3.8,Q1,1区
,Regulation & Governance,3.8,Q1,1区
2519-8521,Regulatory Mechanisms in Biosystems,0.5,Q4,4区
,Regulatory Mechanisms in Biosystems,0.5,Q4,4区
0273-2300,REGULATORY TOXICOLOGY AND PHARMACOLOGY,3.5,Q1,3区
,REGULATORY TOXICOLOGY AND PHARMACOLOGY,3.5,Q1,3区
0034-3552,REHABILITATION COUNSELING BULLETIN,1.3,Q3,4区
,REHABILITATION COUNSELING BULLETIN,1.3,Q3,4区
0278-4807,Rehabilitation Nursing,1,Q3,4区
,Rehabilitation Nursing,1,Q3,4区
2168-3808,Rehabilitation Oncology,,,4区
,Rehabilitation Oncology,,,4区
0090-5550,REHABILITATION PSYCHOLOGY,1.7,Q2,4区
,REHABILITATION PSYCHOLOGY,1.7,Q2,4区
2168-6653,Rehabilitation Research Policy and Education,0.4,Q4,4区
,Rehabilitation Research Policy and Education,0.4,Q4,4区
0034-3536,REHABILITATION,2.3,Q1,4区
,REHABILITATION,2.3,Q1,4区
2308-782X,REICE-Revista Electronica de Investigacion en Ciencias Economicas,0.5,Q4,4区
,REICE-Revista Electronica de Investigacion en Ciencias Economicas,0.5,Q4,4区
1696-4713,REICE-Revista Iberoamericana sobre Calidad Eficacia y Cambio en Educacion,1.3,Q2,3区
,REICE-Revista Iberoamericana sobre Calidad Eficacia y Cambio en Educacion,1.3,Q2,3区
2254-5883,ReiDoCrea-Revista Eectronica de Investigacion y Docencia Creativa,0.3,Q3,4区
,ReiDoCrea-Revista Eectronica de Investigacion y Docencia Creativa,0.3,Q3,4区
1549-1684,REJUVENATION RESEARCH,2.6,Q3,4区
,REJUVENATION RESEARCH,2.6,Q3,4区
1699-3950,Relaciones Internacionales-Madrid,0.3,Q4,4区
,Relaciones Internacionales-Madrid,0.3,Q4,4区
1515-3371,Relaciones Internacionales,0.2,Q4,4区
,Relaciones Internacionales,0.2,Q4,4区
0325-2221,Relaciones,0.4,Q4,4区
,Relaciones,0.4,Q4,4区
0034-379X,RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS,0.6,Q4,4区
,RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS,0.6,Q4,4区
0033-6882,RELC Journal,6.2,Q1,1区
,RELC Journal,6.2,Q1,1区
0951-8320,RELIABILITY ENGINEERING & SYSTEM SAFETY,11,Q1,1区
,RELIABILITY ENGINEERING & SYSTEM SAFETY,11,Q1,1区
1134-4032,RELIEVE-Revista Electronica de Investigacion y Evaluacion Educativa,1.6,Q2,4区
,RELIEVE-Revista Electronica de Investigacion y Evaluacion Educativa,1.6,Q2,4区
1550-7394,Religion & Education,1.1,,3区
,Religion & Education,1.1,,3区
1871-031X,Religion & Human Rights,0.1,,4区
,Religion & Human Rights,0.1,,4区
0888-3769,RELIGION & LITERATURE,0.1,,4区
,RELIGION & LITERATURE,0.1,,4区
1052-1151,RELIGION AND AMERICAN CULTURE-A JOURNAL OF INTERPRETATION,0.3,Q2,3区
,RELIGION AND AMERICAN CULTURE-A JOURNAL OF INTERPRETATION,0.3,Q2,3区
2150-9298,Religion and Society-Advances in Research,0.3,,3区
,Religion and Society-Advances in Research,0.3,,3区
1079-9265,Religion and the Arts,0.1,,4区
,Religion and the Arts,0.1,,4区
1023-0807,Religion and Theology-A Journal of Contemporary Religious Discourse,,,2区
,Religion and Theology-A Journal of Contemporary Religious Discourse,,,2区
2153-599X,Religion Brain & Behavior,3.4,,2区
,Religion Brain & Behavior,3.4,,2区
1749-8171,Religion Compass,0.4,,2区
,Religion Compass,0.4,,2区
0963-7494,Religion State & Society,,,1区
,Religion State & Society,,,1区
0048-721X,RELIGION,1,,2区
,RELIGION,1,,2区
0394-9397,Religioni e Societa-Rivista di Scienze Sociali della Religione,0.1,,4区
,Religioni e Societa-Rivista di Scienze Sociali della Religione,0.1,,4区
1751-2689,Religions of South Asia,<0.1,,4区
,Religions of South Asia,<0.1,,4区
2077-1444,Religions,,,2区
,Religions,,,2区
0034-4087,RELIGIOUS EDUCATION,0.4,,4区
,RELIGIOUS EDUCATION,0.4,,4区
2322-4894,Religious Inquiries,0.1,,4区
,Religious Inquiries,0.1,,4区
0829-2922,Religious Studies and Theology,0.1,,4区
,Religious Studies and Theology,0.1,,4区
0319-485X,Religious Studies Review,0.1,,4区
,Religious Studies Review,0.1,,4区
0034-4125,RELIGIOUS STUDIES,,,2区
,RELIGIOUS STUDIES,,,2区
0103-183X,Remate de Males,0.1,,4区
,Remate de Males,0.1,,4区
2318-4884,REMEA-Revista Eletronica do Mestrado em Educacao Ambiental,0.2,Q4,4区
,REMEA-Revista Eletronica do Mestrado em Educacao Ambiental,0.2,Q4,4区
0741-9325,REMEDIAL AND SPECIAL EDUCATION,2.1,Q1,3区
,REMEDIAL AND SPECIAL EDUCATION,2.1,Q1,3区
1051-5658,Remediation-The Journal of Environmental Cleanup Costs Technologies & Techniques,2.9,Q3,4区
,Remediation-The Journal of Environmental Cleanup Costs Technologies & Techniques,2.9,Q3,4区
2014-2862,REMIE-Multidisciplinary Journal of Educational Research,0.5,Q4,4区
,REMIE-Multidisciplinary Journal of Educational Research,0.5,Q4,4区
2352-9385,Remote Sensing Applications-Society and Environment,4.5,Q2,3区
,Remote Sensing Applications-Society and Environment,4.5,Q2,3区
2056-3485,Remote Sensing in Ecology and Conservation,,,2区
,Remote Sensing in Ecology and Conservation,4.3,Q1,2区
2150-704X,Remote Sensing Letters,1.5,Q3,4区
,Remote Sensing Letters,1.5,Q3,4区
0034-4257,REMOTE SENSING OF ENVIRONMENT,11.4,Q1,1区
,REMOTE SENSING OF ENVIRONMENT,11.4,Q1,1区
2072-4292,Remote Sensing,,,2区
,Remote Sensing,4.1,Q1,2区
0034-429X,RENAISSANCE AND REFORMATION,0.1,,3区
,RENAISSANCE AND REFORMATION,0.1,,3区
0034-4338,RENAISSANCE QUARTERLY,,,1区
,RENAISSANCE QUARTERLY,,,1区
0269-1213,Renaissance Studies,0.1,,2区
,Renaissance Studies,0.1,,2区
0886-022X,RENAL FAILURE,3,Q1,3区
,RENAL FAILURE,3,Q1,3区
2059-1381,Renal Replacement Therapy,,,4区
,Renal Replacement Therapy,1,Q4,4区
1832-3804,Renal Society of Australasia Journal,,,4区
,Renal Society of Australasia Journal,,,4区
0034-4346,RENASCENCE-ESSAYS ON VALUES IN LITERATURE,0.1,,4区
,RENASCENCE-ESSAYS ON VALUES IN LITERATURE,0.1,,4区
0009-725X,Rendiconti del Circolo Matematico di Palermo,0.9,Q2,4区
,Rendiconti del Circolo Matematico di Palermo,0.9,Q2,4区
0041-8994,RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,0.5,Q3,4区
,RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,0.5,Q3,4区
1120-6330,Rendiconti Lincei-Matematica e Applicazioni,,,4区
,Rendiconti Lincei-Matematica e Applicazioni,,,4区
2037-4631,RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,2.7,Q2,4区
,RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,2.7,Q2,4区
2035-8008,Rendiconti Online della Societa Geologica Italiana,1.2,Q4,4区
,Rendiconti Online della Societa Geologica Italiana,1.2,Q4,4区
1364-0321,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,16.3,Q1,1区
,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,16.3,Q1,1区
1742-1705,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,2,Q2,3区
,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,2,Q2,3区
1755-0084,Renewable Energy Focus,5.9,Q2,3区
,Renewable Energy Focus,5.9,Q2,3区
2717-252X,Renewable Energy Research and Applications,1.5,Q4,4区
,Renewable Energy Research and Applications,1.5,Q4,4区
0960-1481,Renewable Energy,9.1,Q1,1区
,Renewable Energy,9.1,Q1,1区
2322-3480,Reports of Biochemistry and Molecular Biology,1.2,Q4,4区
,Reports of Biochemistry and Molecular Biology,1.2,Q4,4区
0322-9688,Reports of Forestry Research-Zpravy Lesnickeho Vyzkumu,0.4,Q4,4区
,Reports of Forestry Research-Zpravy Lesnickeho Vyzkumu,0.4,Q4,4区
1507-1367,Reports of Practical Oncology and Radiotherapy,2,Q3,4区
,Reports of Practical Oncology and Radiotherapy,2,Q3,4区
2391-8365,Reports on Geodesy and Geoinformatics,,,4区
,Reports on Geodesy and Geoinformatics,,,4区
0137-2904,Reports on Mathematical Logic,<0.1,Q4,4区
,Reports on Mathematical Logic,<0.1,Q4,4区
0034-4877,REPORTS ON MATHEMATICAL PHYSICS,1.2,Q3,4区
,REPORTS ON MATHEMATICAL PHYSICS,1.2,Q3,4区
0034-4885,REPORTS ON PROGRESS IN PHYSICS,20.7,Q1,2区
,REPORTS ON PROGRESS IN PHYSICS,20.7,Q1,2区
2571-841X,Reports,,,4区
,Reports,0.6,Q3,4区
1088-4165,Representation Theory,0.6,Q3,3区
,Representation Theory,0.6,Q3,3区
0734-6018,REPRESENTATIONS,0.9,Q2,3区
,REPRESENTATIONS,0.9,Q2,3区
2633-8386,Reproduction and Fertility,,,4区
,Reproduction and Fertility,3.4,Q1,4区
1031-3613,REPRODUCTION FERTILITY AND DEVELOPMENT,2.1,Q1,4区
,REPRODUCTION FERTILITY AND DEVELOPMENT,2.1,Q1,4区
0936-6768,REPRODUCTION IN DOMESTIC ANIMALS,1.7,Q2,3区
,REPRODUCTION IN DOMESTIC ANIMALS,1.7,Q2,3区
1470-1626,REPRODUCTION,3.7,Q1,2区
,REPRODUCTION,3.7,Q1,2区
2096-2924,Reproductive and Developmental Medicine,,,4区
,Reproductive and Developmental Medicine,,,4区
1477-7827,Reproductive Biology and Endocrinology,,,2区
,Reproductive Biology and Endocrinology,4.7,Q1,2区
1642-431X,Reproductive Biology,2,Q3,3区
,Reproductive Biology,2,Q3,3区
